mean_variance	median_variance	nun5	nun20	nun50
"AGAP000543"	3.97169379963068	3.64720369200158	77	184	342
"AGAP000544"	5.30985642685182	5.08586149319973	79	179	291
"AGAP000545"	10.1649705737036	8.64259707024462	9	36	75
"AGAP000546"	1.99761338634556	1.63413402731816	112	352	631
"AGAP000547"	9.72720086936368	9.54628897006041	98	303	627
"AGAP000548"	8.70576756001886	8.01546374834106	51	112	171
"AGAP000549"	9.57304020391565	8.62417440531213	32	60	117
"AGAP000550"	9.75351320220042	8.37874802596434	28	64	124
"AGAP000551"	9.52994436222095	8.18456276839822	39	84	173
"AGAP000552"	9.59414582447745	9.39344150074386	99	239	408
"AGAP000553"	6.97677712700369	6.04691960212764	79	190	311
"AGAP000554"	6.95698047064912	6.67256370475899	117	358	630
"AGAP000555"	9.31328093756375	8.34569261715318	34	83	134
"AGAP000556"	5.84610102980045	5.38339233635799	78	148	231
"AGAP000558"	6.44930823206494	6.18948890445517	111	333	715
"AGAP000559"	9.1112243790625	8.32737968753719	48	109	180
"AGAP000560"	7.68141022446218	6.85361127372825	52	133	249
"AGAP000561"	8.45019495586093	7.5662309276171	45	101	203
"AGAP000562"	3.88496507892161	3.53265614381919	113	323	627
"AGAP000563"	9.50765781628342	8.57828231343801	28	68	121
"AGAP000564"	7.48330452432003	7.07798480550914	81	211	406
"AGAP000565"	9.25199251692547	8.48202076151628	39	79	152
"AGAP000566"	7.56228604503578	7.02196365629955	51	138	270
"AGAP000567"	9.43500623383712	8.40398374759693	18	69	121
"AGAP000569"	6.49205617340769	5.88321409219286	74	147	265
"AGAP000570"	4.87696111050336	4.52905300419681	124	361	660
"AGAP000571"	7.75626347579141	6.68859100872508	35	108	226
"AGAP000572"	8.16322323357991	7.87694539914638	90	252	487
"AGAP000573"	11.4132766717617	9.32580308079133	54	143	259
"AGAP000574"	3.02005555226786	2.72700347760089	144	499	1055
"AGAP000575"	9.88494809565538	8.65040864340568	26	55	93
"AGAP000576"	10.3445273110126	8.71537646428183	16	30	67
"AGAP000577"	9.28553879425098	8.63266853811255	64	137	201
"AGAP000578"	6.16452921395103	6.2103475773246	123	384	804
"AGAP000579"	9.87968203793695	8.66153696609356	67	129	185
"AGAP000580"	9.53823758031483	8.65926565521082	25	83	132
"AGAP000581"	10.1828848982059	8.73703618278185	15	39	73
"AGAP000585"	9.95128786490182	8.73082163637224	23	53	88
"AGAP000586"	16.3493805299683	14.4195454110926	25	56	170
"AGAP000587"	8.58525788578988	7.56535285392682	57	127	257
"AGAP000588"	8.77070850185269	8.04152600138256	69	167	386
"AGAP000589"	9.42572226943029	8.21348442748575	29	78	141
"AGAP000591"	2.23643125297166	2.01863690418319	124	411	788
"AGAP000592"	8.01882134569148	7.57608916109528	59	123	204
"AGAP000594"	8.58915119645335	7.90264456661568	58	133	233
"AGAP000595"	9.0879698368839	8.16683281498206	38	82	153
"AGAP000596"	8.46909121936914	8.16787002267073	82	210	450
"AGAP000597"	9.34478621918644	8.22568585174957	62	151	233
"AGAP000598"	7.81381923874501	6.74361055477144	44	110	225
"AGAP000599"	8.95494351454477	8.08583331657822	56	164	299
"AGAP000601"	9.40651058493782	8.8303528000442	93	283	590
"AGAP000602"	9.53960407535493	8.47594396886855	31	60	118
"AGAP000603"	1.67943720480618	1.36761188894194	119	334	543
"AGAP000604"	7.26342478545638	6.6043171187627	72	222	500
"AGAP000605"	8.7457596471587	8.00153883643409	52	112	196
"AGAP000606"	8.67945416526848	7.92774014525527	50	124	198
"AGAP000614"	9.54580092270038	8.31200302568075	26	67	124
"AGAP000615"	9.87178727150277	8.7040736878065	23	56	94
"AGAP000616"	8.38201485135144	7.77191854285306	63	140	240
"AGAP000617"	2.11702451933002	1.71616746644573	120	370	670
"AGAP000618"	5.61026741843794	5.90799156973256	116	327	590
"AGAP000619"	9.39947206001215	8.46925172260594	56	126	188
"AGAP000620"	9.80573846556498	8.40390904700979	18	47	107
"AGAP000621"	7.48786462507442	7.28156022702032	81	212	434
"AGAP000622"	7.67811627072969	7.75007947197717	93	281	574
"AGAP000623"	10.0965045366623	8.68081964807774	19	43	90
"AGAP000624"	1.91733915144009	1.66145966548812	136	414	764
"AGAP000625"	3.12444870474357	2.85369351007034	129	404	799
"AGAP000626"	3.29428118932244	2.93872948738584	103	314	574
"AGAP000627"	6.20320814286546	5.58886443995499	54	112	198
"AGAP000629"	8.06320790432091	6.87032340429251	39	104	235
"AGAP000630"	9.87509521287484	8.35950096940763	15	54	132
"AGAP000631"	8.49531788894532	7.29548752811783	92	233	428
"AGAP000633"	9.28236268993768	8.62637952381647	57	107	173
"AGAP000634"	9.90982797205391	8.38863730442734	17	50	123
"AGAP000635"	10.1998177931283	8.65810457748495	9	36	75
"AGAP000636"	8.83533893640972	8.09747997995778	34	90	163
"AGAP000637"	9.14593943100734	9.02784341092973	90	202	361
"AGAP000639"	8.0885963356785	7.6612203426499	54	117	211
"AGAP000646"	9.6547399336385	8.30332039018205	19	49	125
"AGAP000648"	8.31207275454333	7.03808624983073	37	94	214
"AGAP000649"	8.1693653408522	7.18605792639957	44	103	202
"AGAP000650"	8.63716822510123	7.68652150347361	35	92	190
"AGAP000651"	1.03365459215494	0.620654452726562	103	267	495
"AGAP000652"	7.37200664263675	6.69030653302164	116	305	499
"AGAP000653"	9.07960232901725	8.30338418915599	48	95	155
"AGAP000654"	1.02520606530223	0.606919446430261	77	212	390
"AGAP000655"	7.32800050991815	6.8296271645992	67	189	360
"AGAP000656"	9.26501918203321	8.66981810581678	62	155	261
"AGAP000657"	8.83502625077225	8.07585441581028	73	217	384
"AGAP000658"	9.3452077565273	9.05416612470781	73	167	295
"AGAP000659"	10.5292331131581	8.86642784365981	7	25	63
"AGAP000660"	8.91455614827892	7.8512142422305	41	96	172
"AGAP000662"	8.91450030382777	8.05783005376301	41	84	162
"AGAP000663"	7.57593172486799	6.96404642799568	70	206	396
"AGAP000666"	9.64047437162257	8.87829605053815	45	98	199
"AGAP000667"	4.18621344674785	4.03171736525795	117	362	716
"AGAP000668"	10.0904714781833	8.87080670999747	24	51	98
"AGAP000669"	4.52528243559407	4.31983203764039	85	167	280
"AGAP000670"	2.39355203299486	1.91814871301786	123	343	623
"AGAP000671"	1.85491044890371	1.5661753559348	129	402	734
"AGAP000672"	8.00030482636325	7.34035064292216	85	258	559
"AGAP000673"	9.58270939944348	8.4456183329595	76	194	345
"AGAP000702"	9.30309955587387	8.10997948950114	29	75	138
"AGAP000703"	8.48841378218309	7.37903782652901	56	159	310
"AGAP000704"	8.87884459840324	8.0816611839371	88	184	293
"AGAP000705"	3.67046446286893	3.34475434500312	108	273	499
"AGAP000707"	9.93686614610275	8.73751880811942	24	58	100
"AGAP000708"	9.15763916041061	8.10890790047694	57	149	275
"AGAP000711"	11.2429358795176	10.8959397599068	34	69	108
"AGAP000713"	9.5391722809333	8.47922053526295	44	98	155
"AGAP000714"	9.88136100762687	8.55717584019203	58	146	261
"AGAP000715"	5.70471546687618	4.94763711402586	104	258	449
"AGAP000717"	8.6991653962526	7.59636487048891	74	202	422
"AGAP000718"	1.1068420935927	0.713000070834715	82	214	412
"AGAP000719"	8.68665347783201	7.57504184649004	99	269	563
"AGAP000720"	9.97132201829622	8.54522140732209	16	44	97
"AGAP000721"	5.75734299579833	5.37946408764918	80	181	303
"AGAP000723"	8.13416717377449	7.22749940464919	74	160	268
"AGAP000724"	9.49574830659401	8.25954096402237	29	75	141
"AGAP000725"	5.49876509768708	4.80166527200637	125	344	607
"AGAP000726"	7.50895974806631	6.49435466959524	56	145	276
"AGAP000727"	10.3590462326129	8.77269919822969	13	29	65
"AGAP000728"	8.22768916398359	8.12750391110139	94	242	494
"AGAP000729"	0.936596569847562	0.517188733838736	84	178	273
"AGAP000730"	1.00700584440914	0.582682834295383	82	249	456
"AGAP000731"	6.88887426933687	6.25108742141263	87	242	495
"AGAP000732"	8.21505047267437	6.95797396406903	33	99	222
"AGAP000733"	2.58991174153716	2.26341584278359	140	487	1006
"AGAP000734"	8.79498708678759	8.26003337730637	69	145	262
"AGAP000735"	9.4575132956732	8.19837935523189	25	66	133
"AGAP000736"	1.70522327576647	1.30803202728707	114	339	629
"AGAP000737"	9.66398989309502	8.85558675140027	87	220	438
"AGAP000738"	1.29239298980892	0.930218024865638	106	303	538
"AGAP000739"	7.74975551267588	7.15740855733147	64	154	263
"AGAP000741"	1.19747313246415	0.786076899383207	104	313	613
"AGAP000742"	3.71914465066772	3.37562448791518	80	236	406
"AGAP000743"	6.84310422889431	6.4984116644635	95	299	633
"AGAP000744"	10.0140748049575	8.7604478252164	35	64	113
"AGAP000745"	8.76436744861162	7.67299564680947	102	233	344
"AGAP000747"	10.2784127991035	8.69026471834908	10	30	74
"AGAP000748"	3.71517974169046	3.5989892273779	114	311	548
"AGAP000751"	1.22297974471551	0.803623241382319	116	299	499
"AGAP000752"	3.24360646129651	2.85310508388058	127	358	633
"AGAP000754"	9.89710433566502	8.56173640636905	21	47	95
"AGAP000755"	4.38697868637927	3.95372967255635	90	224	392
"AGAP000756"	8.32480397506373	7.63926672756972	60	121	196
"AGAP000757"	7.41940810909829	6.92431649178383	45	89	181
"AGAP000758"	9.45658368525522	8.23382380665113	23	66	121
"AGAP000759"	8.8416042911008	8.14847084146264	65	130	241
"AGAP000760"	7.10961424185612	6.51694311931607	76	207	448
"AGAP000761"	5.04971589939807	4.67340277220761	83	174	311
"AGAP000762"	9.46380587248283	8.49503312055087	61	117	192
"AGAP000763"	8.3614115844342	8.58169499278855	89	249	520
"AGAP000765"	10.308322567781	9.26595768291435	52	149	283
"AGAP000767"	7.98144672506658	7.63270618940453	65	147	264
"AGAP000768"	3.5048877566407	3.38858370069952	140	472	935
"AGAP000769"	7.44558717078757	6.95324415955352	59	162	318
"AGAP000770"	10.2656029856908	9.91196307414968	84	240	458
"AGAP000771"	8.17208517574388	7.38682690158899	40	88	151
"AGAP000772"	5.70612965006613	5.6633892422816	129	370	710
"AGAP000773"	9.10948001036154	8.32551676628569	66	162	276
"AGAP000774"	10.1544957678446	9.03962712893815	54	128	233
"AGAP000776"	9.83785146010334	8.38872817841506	19	46	109
"AGAP000778"	8.7486999044339	7.72337691237901	72	167	263
"AGAP000779"	8.90251477694392	7.45832596644343	50	151	303
"AGAP000780"	1.78891036063004	1.51130028617401	125	386	719
"AGAP000781"	1.29989345405602	0.893685420661777	123	390	688
"AGAP000782"	8.89172016913827	8.40294478839164	67	160	270
"AGAP000783"	10.4091203411772	8.78303659376556	13	28	63
"AGAP000784"	6.96239707663308	6.733520781653	113	324	559
"AGAP000785"	8.50479070801025	7.86691582349607	82	215	384
"AGAP000786"	9.47881292265871	8.53595986503359	26	68	112
"AGAP000787"	8.22795607080531	7.19581779352076	76	183	380
"AGAP000788"	9.06029068592792	8.25919182493404	59	118	188
"AGAP000789"	10.0379490838585	8.61579951447422	58	103	163
"AGAP000790"	3.04369453537453	2.76478186983633	109	319	586
"AGAP000791"	5.8652226195517	5.19430938994306	97	245	391
"AGAP000792"	7.99560866215261	7.10657923828842	91	255	462
"AGAP000793"	1.55875034559792	1.16786843902131	126	373	691
"AGAP000794"	7.71625764510321	7.16121708203815	123	346	659
"AGAP000795"	9.84167260181804	8.76433382249718	19	60	110
"AGAP000797"	9.08069500909219	7.95655986873774	35	86	169
"AGAP000798"	8.66559180847342	7.25297484928396	43	119	284
"AGAP000801"	8.48879993392287	7.14953660863743	41	117	280
"AGAP000803"	10.2297632021686	9.48289176103784	107	370	787
"AGAP000804"	1.36096491516017	0.963833947387769	120	338	590
"AGAP000805"	7.28385732373504	7.11990991683729	84	206	404
"AGAP000806"	8.60160828348543	8.59882729972709	130	418	831
"AGAP000807"	6.66836042757588	6.41583209561605	101	252	447
"AGAP000808"	7.98746378460228	6.93729877035966	68	153	271
"AGAP000809"	2.06201359523674	1.82741472643198	134	470	897
"AGAP000810"	10.6780039132329	8.91017095252531	8	23	61
"AGAP000812"	8.78085778578011	8.1968303567931	58	135	250
"AGAP000813"	1.9650021382552	1.67068521847062	130	366	659
"AGAP000814"	10.055035808545	9.38200694629557	82	180	328
"AGAP000815"	7.37038151902242	6.80833970367415	68	203	409
"AGAP000819"	14.0711107716539	13.1967617288301	63	235	572
"AGAP000820"	4.38357310842406	4.03837807512521	145	498	981
"AGAP000821"	10.3310206234129	9.98937546498011	120	382	759
"AGAP000822"	9.24864544250524	8.62427597568052	110	342	740
"AGAP000823"	9.6107546915986	9.01296267162564	135	429	881
"AGAP000824"	3.06172510403036	2.98274247986325	130	424	842
"AGAP000825"	10.0068714589121	9.71017180614051	135	450	954
"AGAP000826"	10.8721840509493	10.7551936249833	107	360	772
"AGAP000829"	11.7623784989747	11.1467727665087	42	114	183
"AGAP000830"	6.62057302391494	6.21613596347856	72	164	258
"AGAP000831"	3.4686693622956	3.20733520798089	142	492	1016
"AGAP000832"	5.47136927995557	5.17281875732016	86	217	368
"AGAP000833"	11.4005361080611	11.0255868039966	43	65	106
"AGAP000834"	11.148218735882	10.6901745513538	24	98	212
"AGAP000835"	11.5242919880244	11.132203931608	29	79	105
"AGAP000840"	11.2489236855532	10.8610468858664	29	77	155
"AGAP000841"	1.44529213531637	1.09458592425189	130	387	731
"AGAP000842"	12.1708294037386	11.5001991659499	54	121	194
"AGAP000843"	11.1814472441243	10.8441577635615	32	66	109
"AGAP000844"	3.49239944096851	3.33831623313091	131	427	818
"AGAP000847"	11.5453554526984	11.3733531854395	71	186	388
"AGAP000848"	7.93071772663042	7.17163662367683	85	216	389
"AGAP000849"	3.10556584782851	2.73664514231326	114	332	655
"AGAP000850"	11.5380744904744	11.4158766916746	94	411	915
"AGAP000851"	1.95326276256051	1.68111432361324	114	342	603
"AGAP000852"	2.96242512289272	2.57226208937489	143	476	922
"AGAP000853"	9.50035737241047	8.66792670881803	92	269	560
"AGAP000854"	8.3040095961145	8.20106206990242	103	268	560
"AGAP000855"	5.40830240131376	4.95089838935903	89	228	393
"AGAP000856"	11.8905281357831	11.7821163327838	48	148	295
"AGAP000857"	7.29258795096785	7.32640418083489	102	266	488
"AGAP000858"	11.742717491633	11.5004518711372	44	98	174
"AGAP000859"	12.6619749444197	12.1632710038739	101	317	675
"AGAP000860"	11.1566557373544	10.5008974011272	84	250	510
"AGAP000861"	11.796443005688	11.4208482442571	32	84	135
"AGAP000862"	8.93393319395932	7.99782030172245	59	136	218
"AGAP000863"	11.6671430464806	11.4271670112478	53	111	185
"AGAP000864"	11.5345872549779	11.2444322109334	50	120	222
"AGAP000865"	9.69654820365028	8.36920645822444	52	110	201
"AGAP000866"	3.90713168347096	3.72290080110326	110	307	499
"AGAP000867"	1.66795998329367	1.33414010714586	129	378	663
"AGAP000868"	8.80247716105641	8.44496401502565	84	194	330
"AGAP000869"	9.04100646564443	7.91572477202885	45	134	260
"AGAP000870"	9.30922736417008	8.16621509581361	29	71	144
"AGAP000871"	8.05260247265102	7.88680837646042	66	163	302
"AGAP000874"	9.33643857960595	8.43553057897095	50	119	232
"AGAP000875"	10.3114536450176	8.696808781651	26	45	76
"AGAP000876"	11.717133356691	11.491624596966	70	207	380
"AGAP000877"	11.9696745182985	11.8094108962269	81	232	495
"AGAP000878"	10.1764443692763	8.86834231594052	86	271	506
"AGAP000879"	5.52297629518991	5.54225054090155	113	309	569
"AGAP000880"	1.9002586365379	1.59016076489745	134	417	761
"AGAP000881"	9.35159246537311	8.14900612834015	69	144	256
"AGAP000882"	11.3138095280947	10.3417024174343	71	328	770
"AGAP000883"	2.65935201533733	2.16775438871396	127	382	674
"AGAP000884"	9.76923297424164	8.70895069973361	36	76	120
"AGAP000885"	11.9480268123467	10.9623365689397	73	344	815
"AGAP000886"	6.04046925298112	5.57048646741495	65	166	276
"AGAP000887"	8.79350499349375	7.93476473494368	48	107	180
"AGAP000888"	1.46246180364769	1.09373054355145	127	383	722
"AGAP000889"	1.23209233270842	0.838871284694942	112	315	560
"AGAP000890"	7.5209731787319	6.77980041699652	69	203	433
"AGAP000891"	9.32785836723655	8.3931371230737	42	83	138
"AGAP000892"	1.21648160014852	0.832004244060744	116	302	534
"AGAP000893"	12.1655014509439	11.7231071488459	21	96	140
"AGAP000894"	9.91460318814507	8.57525338448386	34	69	116
"AGAP000896"	11.5134292380069	11.5395993883579	41	142	296
"AGAP000897"	3.34054062349313	3.05324346126793	82	239	438
"AGAP000898"	12.1553723620505	11.7392873500214	22	94	139
"AGAP000899"	2.29708659698649	2.02369746455759	133	417	784
"AGAP000900"	3.98070125492717	4.00206908037714	130	389	746
"AGAP000901"	9.07391615347083	9.2686954766389	119	364	808
"AGAP000903"	11.4305830468755	11.0269975531032	35	89	148
"AGAP000904"	12.7585796493098	12.0851133177855	39	150	254
"AGAP000906"	10.2253145929125	10.0467236575079	70	250	510
"AGAP000907"	9.28503678157001	8.42928310459172	47	99	151
"AGAP000908"	10.773456079858	10.0034363636338	70	210	404
"AGAP000909"	10.9263163383128	10.8545500007982	74	211	415
"AGAP000911"	8.74837709469227	7.78926232110163	43	102	221
"AGAP000912"	11.6688489823263	11.2949274081631	30	77	101
"AGAP000913"	9.42007317806453	8.67169502015389	74	251	456
"AGAP000674"	9.76281810642853	8.72262120920769	23	62	111
"AGAP000675"	6.73576496830034	6.20877084473489	93	227	410
"AGAP000676"	10.0525338446758	8.59842304444695	15	46	87
"AGAP000678"	8.57391558737282	8.6828993376831	91	210	378
"AGAP000679"	6.32730371889048	6.47279325238508	136	445	919
"AGAP000680"	7.20718980221022	6.72109199950006	76	201	370
"AGAP000681"	9.0170538714065	8.11756041568358	73	186	300
"AGAP000682"	3.05885896620643	2.99063281521317	132	412	765
"AGAP000684"	9.22964299847532	8.51648786613369	62	148	255
"AGAP000685"	10.6214589795653	8.84063818989986	10	27	61
"AGAP000686"	9.99016473123077	8.77930091016586	21	55	93
"AGAP000687"	8.7688596978677	8.51563212027312	119	388	821
"AGAP000688"	6.42244810826058	5.72981998653755	73	157	268
"AGAP000689"	9.19610037117688	8.1732929388922	28	79	131
"AGAP000690"	9.02384837629944	8.34723906984848	49	85	160
"AGAP000691"	3.95586695428457	3.82994797741219	139	480	968
"AGAP000692"	4.86291973361933	4.63393552619998	84	180	285
"AGAP000693"	4.20205828034666	3.98462820924438	82	177	305
"AGAP000694"	1.60485752006764	1.21663378306219	110	325	643
"AGAP000695"	4.55552053689423	4.33161296160615	122	367	696
"AGAP000696"	1.57607664975657	1.24783132393054	130	410	738
"AGAP000697"	7.37077856798789	7.32019478681903	126	394	703
"AGAP000698"	8.95569867377515	8.19478638262515	41	103	176
"AGAP000699"	7.52274681730113	6.58481726713811	47	125	244
"AGAP000700"	1.22349711349199	0.794678757209149	131	431	785
"AGAP000915"	2.06931724077284	1.81396888927415	135	441	859
"AGAP000922"	10.0301932087715	8.58160450576128	113	338	624
"AGAP000923"	9.28576333555374	8.9543989134239	83	200	377
"AGAP000924"	9.41639171429059	8.72221129289352	76	249	495
"AGAP000926"	10.4299385836857	8.9150852222474	22	62	92
"AGAP000927"	8.51410924437837	7.67984045603841	70	194	394
"AGAP000928"	11.1708912375135	10.8165170881729	36	73	120
"AGAP000929"	11.862917175527	11.0658343538279	67	182	380
"AGAP000930"	11.5946902205428	11.2115069701553	20	67	99
"AGAP000931"	11.4839749541625	11.3862669609086	42	109	204
"AGAP000932"	12.0323458241118	11.5403086720374	26	59	89
"AGAP000933"	11.3321088358358	11.0620125126463	65	197	421
"AGAP000934"	11.9880585223875	11.4959927751923	22	52	82
"AGAP000935"	11.3262733148896	11.1194286851044	50	135	258
"AGAP000937"	11.9166957534416	11.6439003796422	49	120	204
"AGAP000938"	2.08009822839047	1.81819054023102	135	449	837
"AGAP000939"	11.7793252297495	11.5319108569957	41	86	155
"AGAP000940"	11.9336952854238	11.4960224333141	46	85	152
"AGAP000941"	11.848491778475	11.5496327281745	47	118	211
"AGAP000942"	7.48735858509927	6.65927268641124	61	162	324
"AGAP000943"	3.46021698756696	3.07332454991126	138	472	981
"AGAP000944"	8.0569078229036	7.51133868277918	132	472	1053
"AGAP000945"	12.0103631769206	11.6026414602092	26	77	122
"AGAP000946"	11.7473236962381	11.700322660824	44	143	282
"AGAP000947"	1.91697703980369	1.59696274360942	137	436	806
"AGAP000948"	11.1188036815598	10.8569079233869	62	162	269
"AGAP000949"	11.075604663827	10.8384602477778	66	171	280
"AGAP000950"	11.5630441949226	11.4892149969665	40	146	310
"AGAP000951"	4.86066886008644	4.72443665353128	92	261	494
"AGAP000952"	0.965160822243986	0.556990335354087	96	228	383
